1898 01 01 75 -5
1898 01 02 80 5
1898 01 03 82 20
1898 01 04 85 10
1898 01 05 85 16
1898 01 06 75 16
1898 01 07 66 5
1898 01 08 45 30
1898 01 09 75 25
1898 01 10 75 22
1898 01 11 75 20
1898 01 12 80 15
1898 01 13 63 12
1898 01 14 66 5
1898 01 15 75 25
1898 01 16 40 0
1898 01 17 20 -35
1898 01 18 52 -35
1898 01 19 40 0
1898 01 20 65 15
1898 01 21 65 0
1898 01 22 40 15
1898 01 23 70 10
1898 01 24 70 0
1898 01 25 45 -10
1898 01 26 45 0
1898 01 27 55 -5
1898 01 28 20 -75
1898 01 29 30 -45
1898 01 30 4 -60
1898 01 31 6 -25
1898 02 01 60 -5
1898 02 02 50 30
1898 02 03 115 30
1898 02 04 120 65
1898 02 05 125 90
1898 02 06 155 75
1898 02 07 160 78
1898 02 08 165 75
1898 02 09 200 100
1898 02 10 155 62
1898 02 11 70 50
1898 02 12 82 40
1898 02 13 85 38
1898 02 14 103 30
1898 02 15 85 35
1898 02 16 70 10
1898 02 17 70 12
1898 02 18 130 52
1898 02 19 72 3
1898 02 20 150 13
1898 02 21 125 65
1898 02 22 160 72
1898 02 23 180 95
1898 02 24 135 70
1898 02 25 120 60
1898 02 26 90 5
1898 02 27 70 -5
1898 02 28 70 -11
1898 03 01 145 40
1898 03 02 135 75
1898 03 03 165 97
1898 03 04 120 48
1898 03 05 95 40
1898 03 06 110 46
1898 03 07 90 40
1898 03 08 55 -4
1898 03 09 25 -25
1898 03 10 22 -2
1898 03 11 18 0
1898 03 12 20 -7
1898 03 13 35 -15
1898 03 14 55 -15
1898 03 15 40 -28
1898 03 16 45 -10
1898 03 17 82 0
1898 03 18 75 -24
1898 03 19 65 -5
1898 03 20 45 -13
1898 03 21 77 5
1898 03 22 120 25
1898 03 23 125 62
1898 03 24 195 64
1898 03 25 170 112
1898 03 26 175 112
1898 03 27 175 87
1898 03 28 205 110
1898 03 29 205 95
1898 03 30 200 100
1898 03 31 195 107
1898 04 01 110 75
1898 04 02 150 75
1898 04 03 205 125
1898 04 04 240 140
1898 04 05 245 127
1898 04 06 170 85
1898 04 07 105 64
1898 04 08 95 35
1898 04 09 100 44
1898 04 10 90 42
1898 04 11 115 40
1898 04 12 105 44
1898 04 13 190 97
1898 04 14 185 95
1898 04 15 185 95
1898 04 16 105 60
1898 04 17 100 16
1898 04 18 95 45
1898 04 19 110 30
1898 04 20 160 65
1898 04 21 155 65
1898 04 22 165 50
1898 04 23 175 102
1898 04 24 220 120
1898 04 25 198 80
1898 04 26 175 80
1898 04 27 110 80
1898 04 28 135 70
1898 04 29 165 65
1898 04 30 190 73
1898 05 01 200 117
1898 05 02 130 94
1898 05 03 100 70
1898 05 04 110 62
1898 05 05 130 70
1898 05 06 180 60
1898 05 07 200 112
1898 05 08 160 98
1898 05 09 160 90
1898 05 10 257 90
1898 05 11 242 130
1898 05 12 177 107
1898 05 13 165 100
1898 05 14 160 85
1898 05 15 165 90
1898 05 16 140 103
1898 05 17 190 102
1898 05 18 200 110
